day,month,year,Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes
9,8,2012,39,40,14,0.1420485518035535,89.99541737835736,16.00283006868756,34.09609241557995,8.605660137375125,15.97385434458934,11.279514481964464,1
5,6,2012,32,66,14,0.0,85.06000467466869,7.141820731637463,26.44909898351863,4.367275135435381,8.565457520243706,4.289094308849951,1
10,6,2012,32,62,15,0.0,85.87240144526746,13.588456318660397,55.57775306973177,5.372401445267457,16.79380794312471,7.634940074017263,1
27,6,2012,35,48,13,0.0,90.17417874859105,22.255046797491417,107.26537897054965,8.582042576804106,29.313497889656343,15.111268122886571,1
8,7,2012,31,67,15,0.0,85.67727927779667,14.265918916695004,50.94475405827949,4.882959458347502,16.62409549445767,7.012735133356004,1
4,7,2012,33,57,18,0.0,88.05391253726411,13.411306119575618,36.49449562217005,8.098839651650867,13.947247811085024,9.935941691509406,1
23,8,2012,34,59,14,0.0,89.1685518719799,39.201999285430475,166.91365275766162,9.62662103461977,49.378206058780556,21.52662103461977,1
14,8,2012,33,65,13,0.021285285159694876,86.67362562755135,21.26719920175287,94.54390790882891,5.558098098935368,26.831055057231953,10.294910912711039,1
10,6,2012,31,41,20,0.004883060596116673,90.56826010612524,18.1414032728466,30.619634984604858,13.273040424500968,17.946286333442718,16.5535081821165,1
21,7,2012,34,34,18,0.0,93.17671414266876,40.986297893218214,83.46300651860282,16.902743731726844,40.85616098249608,28.613702106781787,1
28,8,2012,34,60,16,0.0,89.55526226332141,51.08721293326521,212.61803233316303,8.453376813244768,63.898114549923356,22.184573303157904,1
21,6,2012,31,56,13,0.0,86.12019259141096,8.3,19.437496311657597,4.840385182821908,8.327691853742474,4.772308146257527,1
16,7,2012,30,81,16,0.0,84.2681247583229,18.036027990134688,33.23639720098653,4.495404198520204,18.095182672009095,6.795330356349835,1
25,8,2012,33,38,16,0.0,92.15256781222222,58.92839061111103,162.59907778555538,13.669186253333354,61.86555154999993,30.679457502222238,1
5,7,2012,33,56,18,0.0,88.10804217754709,13.221852378585153,36.18776099389977,8.198077325503014,13.793880496949885,9.972028118364733,1
17,8,2012,36,52,18,0.0,89.3212959928744,16.851839714975704,102.87219127318805,9.7,23.87961567222206,14.91943989311589,1
25,7,2012,35,56,16,0.0,88.55110783735688,25.544460813215636,58.84446081321563,7.807496317026482,25.500849292885245,13.112776959339218,1
9,8,2012,38,33,15,0.025750289830039005,92.6807329000277,22.78325318813043,47.896517969462415,17.218006955920938,22.68325318813043,19.282473915296492,1
8,8,2012,34,60,16,0.0,87.27573771712783,14.896648442233914,55.84021869319303,6.706703115532172,17.803351557766085,9.63766851393652,1
25,7,2012,32,73,16,0.0,86.82446052628427,27.222897459193412,133.3475562614017,6.713892468195002,36.07377813070085,13.696279038046223,1
3,8,2012,32,70,13,0.0,84.18262127872374,7.090700306839372,21.11364437347969,3.795655319680937,7.557773861854373,3.491310639361874,1
11,8,2012,31,71,13,0.0,84.26470498145355,8.291911877318306,24.763241375188528,3.816176245363388,9.027206895864754,3.9,1
13,6,2012,29,71,14,0.0,84.32157816640834,10.481121328763829,35.781744289188175,4.160996736678959,12.060996736678959,5.001453574323482,1
8,7,2012,35,46,17,5.866484602905322,80.84884709649805,9.78697410760052,9.706512946199739,3.1032564730998704,9.386974107600519,3.0032564730998703,1
27,6,2012,35,56,15,0.0,88.63975823543716,20.25566152961202,45.094942881795085,7.723854941262295,20.201685706068304,11.493734058980873,1
9,8,2012,39,39,14,0.1906070126924151,89.41271584769102,15.832875455576549,35.18865778557934,8.265750911153093,15.828178961922756,10.793929873075848,1
27,8,2012,33,67,17,0.0,88.4421524311203,49.51886395101888,208.22887884387268,6.682720455610856,62.13372194489624,18.47387139744577,1
26,7,2012,33,73,15,0.0,86.92322553776226,24.224872191270787,118.2524135058838,6.198353346491478,31.98324812751386,12.161045059585298,1
26,6,2012,35,61,16,0.0,87.88028959054718,17.30289590547177,37.898925999830496,7.107052787396237,17.22965910232083,9.874684755886827,1
8,7,2012,30,75,15,0.0,85.19144314213051,10.409731770556611,36.77070969717027,4.7548658852783054,12.09144314213051,5.731687623783923,1
18,7,2012,36,53,18,0.0,89.39605358110806,19.94277692606682,110.65729523814548,9.705919628337915,27.428964459945018,16.084214324432228,1
13,8,2012,35,61,14,0.045237377797714036,86.30636020710172,18.487309718292575,86.21585531901027,5.568259229483431,24.038100977618285,9.611914088629717,1
27,6,2012,32,54,15,0.0,89.06581387582568,24.166741157201827,85.6967378177064,8.146977986788993,28.366741157201826,14.276047365917433,1
6,8,2012,39,37,14,0.12333751155346567,90.83324976893068,13.883437788836641,30.033625808742595,10.346549676502962,13.806775300390107,11.77327483825148,1
15,7,2012,32,68,15,0.0,86.19445847488396,21.916372027436697,50.89156143837025,5.270843856162975,22.317820545693557,8.840239194069092,1
26,7,2012,35,56,16,0.0,88.65241130315172,25.03794348424137,58.33794348424137,7.921462716045691,25.006994897135336,13.13810282578793,1
9,7,2012,35,42,13,0.0,90.9156017528866,15.408663308363957,28.035241184455387,9.190748740636483,15.274559036750329,11.779184666432087,1
29,6,2012,36,55,15,0.0,88.95471426532279,23.00664315281945,53.324715692727025,8.145285734677202,22.97928602015805,12.87171440806322,1
18,7,2012,33,66,15,0.0,86.32093251691282,24.33081840798002,52.64942945533595,5.431979142758472,24.319771782134374,9.530818407980018,1
7,7,2012,35,42,14,0.3,84.60990337812324,15.657669088284338,46.124849073848196,4.209903378123236,16.959027787895696,6.209903378123236,1
21,7,2012,34,62,14,0.06760304137767614,84.77340535182873,30.367418979192685,94.11105243434712,4.693069220759926,33.62097639990522,9.70861143458408,1
23,6,2012,31,66,17,0.0,86.22216050801327,18.088919745993362,71.67617725171714,6.080886258585656,21.930193995420986,9.857063510302787,1
16,7,2012,29,70,14,0.0,82.80586758146427,9.370662092678664,34.107823441952355,3.2058675814642674,11.07848553463102,3.601955860488089,1
26,8,2012,33,40,15,0.0,91.96613053494383,62.19649961604864,169.1684013308894,12.49583721527157,64.77956488352055,29.48145687230342,1
28,7,2012,32,73,15,0.0,86.59243548673754,26.52601619496352,126.30406477985409,5.6,34.78062911538879,11.854612920425268,1
17,8,2012,36,53,18,0.0,89.38379699703674,19.351879881469564,109.2472936977474,9.7,26.75466186369,15.856954955551089,1
18,7,2012,32,65,15,0.0,85.78276014148493,17.552367889504197,91.99502253663317,5.294253380494976,23.2777826781181,9.112262395148244,1
10,8,2012,38,23,16,0.32216461687904496,93.15567076624191,19.295106905890982,41.73350614936287,15.538917691560478,19.275648060110743,19.208635761385015,1
15,6,2012,31,66,14,0.0,85.08892953312524,12.23825354083323,46.971099143330406,4.392619688750156,14.753014163332915,5.861746459166771,1
14,7,2012,31,82,16,0.0,84.71672143688146,18.669990949451943,33.7843834848888,4.757031957074067,18.62968042925933,7.242968042925933,1
23,8,2012,30,67,12,0.0,84.61998535820955,8.709660726196377,28.326253346369693,3.7020649264026355,9.782079568193081,3.9137905790016467,1
7,6,2012,30,73,14,0.0,86.53067274900822,12.411972629463035,38.57730900396714,5.461345498016429,13.742645378471249,6.996009123512321,1
18,8,2012,35,57,18,0.0,89.4,21.591792633478157,115.87435197961925,9.7,29.390253752255312,16.647178717758116,1
19,8,2012,31,55,11,0.0,87.76465722267574,16.349793196371866,57.820478751020396,5.532535414966001,19.085135973696133,8.44137110929707,1
25,6,2012,31,64,18,0.0,85.3537024108543,14.733849111011102,81.57697170262497,5.600813832249263,19.806590989459323,8.690887182327666,1
4,8,2012,38,33,15,0.03985369830198598,93.72029260339603,22.54168246952716,42.58043890509404,15.680073150849006,22.451645894102658,20.690768083914573,1
26,7,2012,35,59,17,0.0,88.18999749521542,32.733682101234045,148.61788735431915,8.415259071140966,42.18999749521543,18.14894117237501,1
12,6,2012,32,43,16,0.0,89.96404399180686,15.710006146811107,23.320427624446335,9.681918163197398,15.45872942028321,12.102345787643731,1
20,7,2012,33,68,16,0.02254735683496327,84.49810572660148,17.10206387623228,69.38054845751346,4.658863435960882,21.069705946737166,7.717726871921764,1
13,7,2012,38,41,15,0.43832715543248135,86.69547381224955,11.946691378270074,12.097564867958946,7.554711524776011,10.697908944290601,3.204526187750453,1
15,7,2012,30,82,16,0.0,84.53221721329525,17.209229495922596,35.8062459168015,4.571131146818976,17.62135654853246,6.7845245872759055,1
20,7,2012,33,68,16,0.027817729243822698,84.2872908302471,16.775300786882994,68.88513345108066,4.532374498148256,20.75875397461446,7.464748996296511,1
14,7,2012,33,47,13,0.0,89.1221690300122,10.073936660864874,21.396404897058407,7.444397901260683,10.544338060024419,8.09251058793549,1
15,7,2012,29,82,16,0.0,84.53748800229803,16.850815843733443,36.24899219303516,4.55004799080785,17.36308788739616,6.700191963231399,1
19,8,2012,35,63,19,0.0,89.13367894412445,23.853697137149087,123.2484674927208,9.482100954283638,32.12317417270626,17.103155979681617,1
4,6,2012,32,63,15,0.034510161449357174,83.3247133904365,7.1458962965249295,23.960018233917214,3.652162583189715,8.138835327828787,3.4317743591326435,1
12,8,2012,35,63,14,0.0,87.0955858632468,19.135832542508602,84.69250237247418,5.9603700188927125,24.455339183984986,10.295585863246794,1
26,8,2012,34,64,15,0.0,89.15215708766429,45.3918475006871,191.01868425534695,8.142665901941436,56.9517701039428,20.395685824671432,1
13,8,2012,33,64,14,0.0,87.0,20.421661643038327,90.15479695302517,5.79469173014531,25.87431577796567,10.41061653970938,1
11,6,2012,33,42,13,0.0,89.77782590111909,12.92217409888091,20.826771009329747,8.346024871268702,12.776149227612208,9.784099485074806,1
6,7,2012,32,66,14,0.0,85.62615574293746,7.712759399966931,27.465070885841836,4.638915142904383,9.1,4.738915142904384,1
5,8,2012,39,37,14,0.0,92.78474555306454,16.825423665919363,31.55084733183872,13.722033101645234,16.671186388266133,16.388134880419422,1
16,8,2012,33,47,11,0.08701853690652317,88.6342368752226,10.35691863620175,33.50028526977001,6.3300999007047745,11.717688977151312,7.264907315467385,1
20,7,2012,33,68,16,0.030893461253413246,84.16426154986348,16.58460540228838,68.59601464217916,4.458556929918082,20.577285786048616,7.317113859836165,1
21,7,2012,36,53,18,0.0,89.30070331294549,18.560198037709398,104.79325374614676,9.848945030581786,25.712659633018564,15.702813251781905,1
8,7,2012,35,46,17,5.503838176224067,80.9815226184546,9.751593968412104,9.724203015793947,3.1121015078969743,9.351593968412104,3.012101507896974,1
6,7,2012,35,42,14,0.35378700608242303,84.78068050912364,14.827662423969713,42.491330205002484,4.246212993917577,15.893194908763654,6.004171466546673,1
13,8,2012,35,63,15,0.008211447684772985,86.64690774955476,20.1249683328139,86.06073937911843,5.686502360195902,25.311470693009802,9.994713807880675,1
22,6,2012,32,64,15,0.05657033052350924,83.70177248225401,13.125163720053324,62.83830438110034,4.059460414818232,17.281734050576834,5.910905456965594,1
25,7,2012,34,64,14,0.0,88.5730025717699,38.84577771601246,166.37580343371152,8.576826857584583,49.03419114480475,19.89977257247265,1
24,6,2012,31,64,15,0.0,86.52424734167141,13.540927531267789,62.0424734167141,5.678030917708926,17.553051202103497,8.202278259380337,1
16,8,2012,32,56,13,0.0,87.65308671985775,15.87561855939543,57.56944511967993,5.950924800533444,18.72253183953768,8.887653120569007,1
19,7,2012,36,53,18,0.0,89.36498694188963,19.49231065739958,108.74669692621202,9.75251958716556,26.869764954013274,15.959947767558507,1
24,6,2012,33,71,15,0.0,84.7930064851844,11.230908430739728,27.048392217778716,4.724083631703268,11.661985577258589,5.613705836665965,1
14,7,2012,32,65,14,0.0,86.77371763789303,20.92896380319106,94.19715030642895,5.624572545964343,26.47086794432198,10.323432668535924,1
26,8,2012,31,63,14,0.0,86.10940419671434,16.91959803277783,45.20940419671433,5.261952655730203,17.58312996720639,7.6560660983492745,1
27,6,2012,35,48,13,0.0,89.8003277176819,22.41860662351417,103.59696572975363,8.23155723532678,29.056475305906304,14.55049157652285,1
18,9,2012,30,52,12,0.0,89.35479250931981,11.020602248365375,36.80701423577632,7.25207490680199,12.611017229725771,8.60414981360398,1
15,8,2012,34,62,16,0.19019853672365777,82.6888331675971,15.360048775878074,91.97382097362758,3.8614141450046415,21.113646824842952,6.542431216561967,1
5,7,2012,34,43,17,0.052336910964457445,89.34858795878193,21.264508637258416,49.5925515688319,15.329942144263224,21.212171726293956,13.743914136853022,1
8,7,2012,38,43,12,0.030868315427112825,91.28636457327669,16.28392179201021,31.177814838844014,9.260448530301758,16.23331109669359,12.236975268593307,1
28,6,2012,34,53,17,0.0,89.09493707678598,23.720261381553755,76.15441431367849,8.915188769642032,26.59114230654991,14.841771538690018,1
26,7,2012,32,70,16,0.0,87.3534559789712,25.758180026286006,125.35854233152703,6.703274826350679,34.004361742073776,13.32618453162405,1
9,7,2012,33,61,15,0.0,85.98341883865037,13.676504596170975,55.68111409115723,5.48341883865036,16.874199848677847,7.799552071102258,1
27,6,2012,34,60,16,0.0,87.95167122012711,18.016712201271204,40.92074831871476,7.202228293502827,17.96726927464691,10.207799027259895,1
10,8,2012,39,31,15,0.0,94.18397948979492,22.52002563775636,46.15581540815422,16.563953852038555,22.420025637756357,21.5719641071411,1
28,7,2012,32,60,15,0.0,87.32958231384299,18.501310406833507,46.42958231384299,6.57251433709062,18.758116302219175,9.644504511447836,1
6,7,2012,31,74,14,0.0,86.42448419067745,12.889821141951511,39.00206323729023,5.248968381354884,14.114305332628952,6.836726286016162,1
4,8,2012,37,36,15,0.022120127691262134,92.58339297698058,23.132720766147575,44.86777251374369,16.42996421381165,23.032720766147573,19.06402940162524,1
21,8,2012,34,37,17,0.0,92.04079014175824,28.285318685400668,95.66241288665607,13.66353440722134,32.720662757614065,22.464282087598182,1
23,7,2012,33,61,14,0.05492492595344914,85.58480473897926,29.45459466864834,93.05876885413628,5.238228184001687,32.88564570530005,10.494654590886153,1
23,8,2012,35,57,15,0.0,89.27051768984282,38.70916449909308,165.24821106590076,9.864541276299892,48.8003997575574,21.76454127629989,1
14,8,2012,37,40,12,0.025461637003794002,91.92546163700379,22.37638491101138,57.94431715236422,10.468998718950678,22.783771103072088,15.470845266965853,1
15,6,2012,31,65,15,0.0,84.98088873421041,12.053460461090335,54.81523792951115,4.549587124811894,15.49085724229331,6.2526347107141245,1
4,7,2012,34,56,15,0.07973138715099276,85.24725254692319,10.004029192735109,25.860928487720486,4.801343064245036,10.441880289943052,5.341880289943051,1
27,6,2012,33,56,15,0.0,87.85054460053645,16.839269951743482,38.84881513941112,6.984817487935871,16.817360914209953,9.657271126005854,1
4,8,2012,39,35,14,0.06883737939185608,91.92325241216288,12.520934484796403,26.218616557429925,11.87255337702803,12.389771864188258,12.536276688514015,1
8,7,2012,30,76,15,0.0,84.83268761439959,9.979225137279514,36.38120369563384,4.539612568639757,11.732687614399595,5.383182253988177,1
21,7,2012,35,67,18,0.0,88.17787017583545,26.56616267726116,132.2765094044406,8.577945774246281,35.42167623369959,16.677870175835455,1
15,8,2012,36,59,16,0.3,80.67584700925175,12.54354697094628,90.85421759974031,2.994664685602988,18.5516940185035,4.6542175997403055,1
8,7,2012,35,45,16,4.088633762329222,81.49928033085516,9.61352524510529,9.793237377447355,3.146618688723678,9.21352524510529,3.0466186887236777,1
10,8,2012,30,80,15,0.0,83.47099150470888,10.947430217251481,34.129008495291124,3.817992718321894,12.437944173801185,4.653978154965682,1
10,8,2012,31,70,14,0.0,83.70457304809786,7.525895387652907,24.27107446518349,3.583250708542814,8.449752125628441,3.4665014170856274,1
22,7,2012,31,59,17,0.0,89.43787887708606,45.37835492737939,94.46973285569857,10.106818315629106,45.22745304935353,20.932070900353153,1
23,8,2012,35,42,16,0.0,91.37797478238959,48.11704753374857,141.61544521257073,12.053699322989804,52.039072751358994,25.805148404190252,1
26,7,2012,35,49,13,0.0,90.05024758862059,23.58324412456284,109.86403240061057,8.46945931257286,30.667973780849266,15.280788276047739,1
12,7,2012,35,45,12,0.2573916336994688,87.13495362344467,11.447306455676602,34.28400151501756,5.410085178022868,12.53547984175745,6.413041831502656,1
18,7,2012,36,51,17,0.0,89.45501854142266,16.961114956820538,101.90914462309681,9.544981458577332,23.907620519247335,14.708512978995866,1
29,6,2012,35,55,14,0.0,89.22779692427376,27.289156939832676,74.8896275648443,8.04728923495817,28.805421530083663,14.283390772821287,1
10,7,2012,36,47,12,0.0,89.27931508898979,12.174459675772484,19.64316589955858,7.3577321392105,12.04406393832766,8.475357714541564,1
12,8,2012,29,47,19,0.0,89.12018444695576,13.242617897301834,32.64573255191413,10.218396560954908,13.85651645147616,11.96459023025847,1
10,8,2012,38,38,15,0.2,89.14758314696296,15.967658538340748,36.878443474459324,8.093308202874068,16.059108650162976,10.669516629392591,1
14,9,2012,29,50,17,0.0,88.2888096209946,9.736587852302705,30.25351950116757,8.097275445427028,10.774894687416218,8.778624813751353,1
8,7,2012,35,45,16,4.476886861689352,81.3572365140161,9.651403596262377,9.774298201868811,3.137149100934406,9.251403596262376,3.037149100934406,1
11,7,2012,36,43,12,0.0,90.35423429480825,13.219696093595134,21.22730899393437,8.506565364531712,13.119696093595135,10.092578946191004,1
15,6,2012,31,63,15,0.036006847595261765,83.38378772454689,10.951705553403745,51.923548058712726,3.7479520668331676,14.251705553403745,4.951876743285288,1
26,8,2012,33,39,16,0.0,91.73453284491903,59.72627771377387,178.99183459538455,12.96700938426258,64.75361348917872,30.277834897377097,1
27,8,2012,35,55,14,0.0,90.75050735592113,63.451853429976026,182.46137907438177,9.578981163116895,67.20474219699858,25.133216004194352,1
3,8,2012,28,74,15,0.0,82.22565282520772,4.489784888226993,24.165322667659513,3.287173587396144,6.064132063019279,2.5,1
27,8,2012,33,73,18,0.0,87.10035186162116,48.56469465715282,205.1874642196746,5.8180045330447445,61.06028148929692,16.47607943841372,1
25,6,2012,31,64,18,0.0,86.38268577704075,16.91529384732638,74.62104414720456,6.382841190550966,21.082530363530523,10.049145225693783,1
4,7,2012,33,62,15,0.03521012718077422,85.47747847383071,8.339412670796259,27.688739236915353,4.764789872819225,9.52252152616929,5.005630381542323,1
14,7,2012,34,64,15,0.0,86.60937216505683,18.877928801580257,81.77966340298296,5.729100322212359,23.911715206321023,9.858200644424716,1
8,7,2012,36,54,12,1.3032964460700693,85.96637390932293,10.895897495916984,17.91923121937738,4.743846243875476,10.652454281047982,5.270073384399467,1
11,7,2012,38,44,13,0.9609522333636809,84.39479886403487,10.772454428160774,10.261172217937046,3.9223444358740918,10.372454428160774,4.255751097398547,1
25,6,2012,37,37,12,0.024307724847635978,92.37846137576182,26.081844657008745,55.48708105564977,11.165230053352008,26.395075979418557,17.524921905485105,1
3,7,2012,33,60,15,0.05964503401433429,85.184259591828,8.85254571430102,27.542129795913993,4.740354965985666,9.815740408172012,5.078935102043003,1
10,6,2012,30,41,15,0.0,89.5762929598594,14.019862919425858,23.67528639906262,9.13455399941414,13.819862919425855,10.984302359214947,1
5,7,2012,34,43,17,0.04915207377269261,89.41865437700076,21.108451614861938,49.39827650013425,15.084709680497332,21.059299541089246,13.820350229455377,1
4,8,2012,36,37,15,0.04164143084280658,91.50972130364563,23.24984858505684,46.780860222595045,17.074167217812615,23.149848585056837,17.443761240047053,1
24,8,2012,34,43,17,0.0,91.35329867645994,50.929494326846495,158.6487712669847,13.179948014689913,56.053686199045885,28.572703212633648,1
11,6,2012,29,71,14,0.0,85.04117436866457,10.992413367209041,36.57708746010295,4.615478548630259,12.51547854863026,5.664239550085794,1
17,8,2012,35,65,15,0.07189622444755617,83.9084623487551,28.849782749315196,93.51185826036406,4.03069816436354,32.38048091367873,8.402594388811096,1
6,8,2012,32,74,14,0.0,86.41030453025394,13.257613256348256,40.078930374123374,5.230913590761791,14.509135907617905,6.923654363047162,1
9,7,2012,38,43,12,0.0,91.26237617654994,15.433291930340463,27.754578768952644,9.24443064344682,15.333291930340462,11.852103842065496,1
10,7,2012,37,43,13,0.0,91.40356512639657,16.87054359200429,29.220202382913882,9.921137779737052,16.72113777973705,13.04584068587067,1
3,8,2012,28,73,15,0.0,82.29622994650619,4.736804812771655,23.79479278084252,3.2518850267469066,6.240574866265467,2.5,1
6,7,2012,36,56,12,0.024901500479582145,86.72765948705128,10.826477492806267,21.968006534050332,5.07549249760209,10.825689496642925,5.725689496642925,1
15,6,2012,30,81,16,0.0,84.72258631469016,18.626247572743726,33.65116611256611,4.7953941348672116,18.595837145840992,7.278801303362842,1
27,8,2012,34,51,17,0.0,89.8235091906671,51.04339659344937,209.08691771812877,11.693568472779036,63.5982513716726,28.05719622767001,1
25,8,2012,34,64,14,0.0,89.1209194389814,44.78583711623909,188.5759001283452,8.248873907463253,56.20206653555351,20.458161122037207,1
4,7,2012,31,69,14,0.0,84.66127355183272,6.528669017801271,26.69475264502643,4.297813602094346,8.06214811099498,4.096501763350954,1
10,6,2012,30,41,15,0.0,89.51280003398378,13.760600138767106,23.25200022655854,8.870000141599089,13.560600138767105,10.629800189742777,1
5,8,2012,38,32,15,0.07119972875162986,93.65760054249674,22.181203119356255,42.486400813745114,15.664400135624184,22.099003051544162,20.52620142405394,1
22,8,2012,35,54,17,0.0,89.19406034457825,34.058091377830976,151.1871275865061,9.972112930843329,43.469970688674465,20.603797413252884,1
22,8,2012,35,58,16,0.0,89.02588789074133,36.093923824053576,158.71121092586736,9.566495508335969,45.99037226108827,20.585280273146683,1
30,7,2012,33,71,16,0.0,86.30430605836811,30.208133665806432,140.8732048700948,5.755023734762797,39.30909056766601,13.211961273244754,1
19,9,2012,35,33,15,0.03717401430435065,91.60521577113039,24.417828314695715,90.05106721065162,12.01564731339117,28.953911828347792,19.29521111313026,1
27,7,2012,32,58,15,0.0,87.1792553089067,15.745820670156185,38.65387541359225,6.3639817521879785,15.883282680624738,8.618161082031794,1
2,8,2012,39,33,15,0.0,93.47899112491626,13.619110217431064,26.188012591509903,15.321424561788193,13.419110217431063,16.18486687374387,1
21,6,2012,30,76,14,0.0,81.68939213299953,7.196209772899385,30.772729440400568,2.9860595944797352,8.992877234379593,2.8204529196995742,1
20,9,2012,31,68,12,0.0,85.01639214264321,8.3,25.036721571471357,3.9088522856857613,9.04557385715712,4.008852285685761,1
17,6,2012,34,51,13,0.23455796515606053,85.80907005807323,9.472789825780303,15.272560464585858,4.687256046458586,9.255510843202272,4.821814011614647,1
17,6,2012,33,50,13,0.0,87.7613849608257,10.021527008089864,18.800355118160432,6.321171889929431,9.921527008089864,6.781669055354037,1
3,8,2012,28,73,15,0.0,82.29827156800486,4.743950488017027,23.78407426797446,3.2508642159975674,6.245678920012162,2.5,1
29,6,2012,35,54,16,0.0,89.16632130924054,25.314509239705636,73.03730282982929,8.701036072278347,27.186010910337924,14.722797817932415,1
29,7,2012,35,56,16,0.0,88.8573509796794,23.570761515776763,56.57221837353254,8.157350979679396,23.570761515776763,13.077384066578267,1
9,7,2012,34,59,16,0.0,87.24698934170374,14.678646719282266,56.85754180089657,6.746989341703726,17.789199178475112,9.6731221273538,1
27,6,2012,35,60,16,0.0,87.9250915466,17.750915466000027,39.79554213940012,7.166788728800004,17.692612648200026,10.083760550800013,1
19,8,2012,35,71,15,0.06322415853265151,83.06775841467349,33.32518930494493,100.55113582966955,3.4838792073367424,36.45617187815106,8.17808593907553,1
17,8,2012,38,29,11,0.06652980042407547,92.40739077709992,27.306158980916603,77.33141720593706,11.242503371586944,28.93634439067034,18.27843716352951,1
27,6,2012,35,55,15,0.0,89.08948242247207,20.885275391460915,43.341018552358875,7.99368945348325,20.786327149213708,11.98843066471929,1
25,6,2012,31,64,16,0.0,86.74070409316485,15.66534735393454,67.05632745318786,6.107040931648483,19.643235074439996,9.295490049626665,1
18,7,2012,33,63,15,0.0,87.08501120042851,25.820771840835604,56.27880320203545,6.2342617604499395,25.771521280814177,11.020771840835604,1
25,7,2012,33,74,15,0.0,86.34924391154253,28.168902211436865,117.58894147615953,5.449243911542525,34.873912027617536,11.571360959223455,1
26,8,2012,35,51,14,0.0,91.19914255918529,64.16202857438296,173.71543393466487,10.778466367724299,66.46117113356824,27.00519345084221,1
15,7,2012,34,66,14,0.0,87.33130321863675,20.26576294275359,74.53490505785773,6.248421747259943,24.11058285079254,10.620943034714639,1
22,6,2012,32,65,16,0.04096689986807404,84.05648950593667,11.650635898548813,58.380914691688666,4.452926803693927,15.555470397889184,6.066158504617409,1
15,8,2012,36,56,14,0.3,81.67939615485997,14.322565910888118,91.81215087509361,3.4052075178972583,20.55879230971993,5.612150875093603,1
25,7,2012,36,53,18,0.0,89.22074879528685,17.400857531659366,99.87605091014143,9.968876807069721,24.273478315163345,15.382995181147411,1
5,8,2012,38,34,15,0.0,93.88295582310633,22.89630522111709,43.44660240795696,15.88665060198924,22.796305221117088,21.045172690436075,1
11,9,2012,30,74,14,0.0,83.89021222094074,8.187349898523905,27.819114859319228,3.715512423892928,9.353462728321215,3.843674949261952,1
23,8,2012,34,60,15,0.0,88.97117540128656,38.008860954970764,164.18245987134503,9.320289305789474,48.124159349824566,20.722061496783624,1
13,7,2012,35,45,13,0.3,84.07488213927506,16.59395625626865,52.21071566574624,3.6748821392750557,18.497213849584213,5.674882139275056,1
30,7,2012,36,55,15,0.0,89.00666550088698,24.999986884978494,59.79330389739617,8.226666375221743,24.999986884978494,13.546662877882675,1
16,9,2012,29,53,16,0.0,88.985902305805,12.051289008292867,37.75518316551365,8.383324289219273,13.39232021492716,9.96922659502428,1
8,7,2012,31,67,15,0.0,85.79345201869495,14.440178028042435,50.61366174671937,4.970089014021218,16.705416413086468,7.152142422433948,1
22,8,2012,36,53,16,0.0,89.45605726665482,37.209397925820625,160.5039647108426,10.341409688873094,47.075220244329934,22.109581488837556,1
10,7,2012,38,50,12,0.3234057226953116,86.21417901678386,11.253900953782551,14.91770652930991,4.660990462174481,10.946099046217448,5.253188554609377,1
19,9,2012,35,33,15,0.04693969664075372,91.44896485374794,24.632673326096583,88.14675915505302,11.546894561243821,28.836723640310954,18.68973880827327,1
6,8,2012,34,41,16,0.08064855517323899,88.9966520137634,23.34843121725211,53.080543344802834,17.413181524205598,23.26778266207887,13.19989478962959,1
12,6,2012,31,42,19,0.0,90.56879621698225,18.137592433964514,28.502957886864454,12.619905424556428,17.90638865094677,15.888701641538683,1
23,8,2012,35,40,15,0.0,91.27490351665219,22.91834995963846,102.75320032289234,11.316846281540093,29.4,18.532574818373057,1
16,7,2012,35,56,13,0.2577313522708656,82.66770143561786,15.16322397346561,91.9645971287643,3.8549850416734928,21.50686577649343,6.440895492430448,1
24,6,2012,31,63,14,0.0,86.74004651979325,14.283733632294977,63.58520503019984,5.689078221874569,18.332765334376298,8.396359407291524,1
8,8,2012,37,36,15,0.04622760595886202,91.47257124842714,23.008503665547483,49.16611156944944,17.709462543012688,22.90850366554748,17.43951546370242,1
14,6,2012,37,46,13,0.49707742355331286,85.37153762741114,10.785387117766565,11.772301019289163,4.337230101928917,10.436848405989908,4.7343075254822296,1
10,7,2012,34,38,16,0.12532501276856903,89.12142485954574,17.572074885082877,45.5853874170043,8.91882475739719,17.948049923388584,12.180187212707196,1
30,7,2012,36,55,15,0.0,89.1371788420816,26.46826197341799,63.08876576256038,8.2592947105204,26.46826197341799,13.970831236765196,1
24,7,2012,35,56,15,0.0,88.62904449818761,28.02043520757817,63.78930953245369,7.740870415156342,27.964522249093804,13.661305622734513,1
23,8,2012,35,40,15,0.0,91.63996840941468,48.64203969884034,142.58853788238525,11.842197651766968,52.49761280472108,25.673249091772465,1
24,8,2012,34,40,17,0.0,92.02411952830187,55.44002132075448,155.83062962264106,14.063927421383584,58.71590179245261,30.543543207547017,1
20,6,2012,32,65,15,0.07720302403163934,82.42586391857624,12.049233264348032,60.66379051399328,3.4383153271140987,16.13524838450623,4.797894158892623,1
27,8,2012,34,51,16,0.0,89.04294862824898,26.05641097400814,154.38845884746948,8.387927514876864,36.51143208738026,16.62820548700407,1
