day,month,year,Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes
30,7,2012,34,56,15,0,88.2,28.3,152.4,7.5,38.4,15.9,1
19,8,2012,35,42,17,0,90.8,20,98.9,11.9,26.3,18.3,1
5,7,2012,34,42,15,0.3,85.6,16,45.3,5.4,17,7.7,1
9,7,2012,36,44,12,0.4,86,12.3,34.9,4.7,13.2,5.7,1
26,7,2012,33,72,15,0,86.4,30.5,123.3,5.4,37.4,12,1
25,7,2012,35,66,18,0,87.8,28.7,137.7,7.9,37.7,16.3,1
13,8,2012,35,62,15,0.1,85.6,17.4,86.2,5.2,23,8.9,1
22,6,2012,32,65,16,0,84.6,11.5,57.7,4.8,15.4,6.5,1
27,7,2012,33,75,15,0,86.6,24.5,118.4,5.8,32.2,11.6,1
13,9,2012,29,49,18,0,88.5,10.7,32,8.7,11.7,9.6,1
22,8,2012,35,55,14,0,89,29.2,115.5,7.6,35.8,15.2,1
22,8,2012,36,52,14,0,89.6,41.3,127.9,8.1,45.7,18.3,1
24,7,2012,31,61,12,0,85.9,8.3,22,4.4,8.6,4.5,1
26,7,2012,35,48,13,0,90.2,22.8,109.1,8.6,29.9,15.3,1
21,7,2012,35,71,15,0,86.1,37.6,115.9,5.2,41.6,12.5,1
7,6,2012,30,73,14,0,86.6,12.1,38.3,5.6,13.5,7.1,1
22,7,2012,36,50,15,0,89.9,21.2,109.6,9.2,28.5,15.7,1
26,8,2012,33,40,16,0,91.9,60,172.2,12.4,63.9,29.1,1
20,6,2012,29,77,14,0,81.1,6.5,31.7,2.6,8.5,2.3,1
15,8,2012,35,62,16,0.2,82.2,14.7,91.7,3.7,20.5,6.1,1
17,6,2012,32,65,14,0.1,82.3,12.4,59.8,3.1,16.3,4.5,1
15,7,2012,29,82,16,0,84.5,17.1,35.9,4.6,17.6,6.8,1
28,7,2012,33,58,16,0,88,18.8,45.4,7.3,18.8,10.5,1
4,8,2012,37,35,15,0,93.8,23,42.7,15.7,22.9,20.9,1
27,6,2012,35,52,17,0,89,18.9,96.8,9.1,25.2,14.6,1
19,7,2012,29,69,13,0,83.4,9.2,32.1,3.4,10.6,3.7,1
28,6,2012,32,49,14,0,89.2,26.7,92.3,8.3,31.1,15.1,1
6,6,2012,34,45,17,0.2,85.5,9.9,28.7,5.3,10.6,5.9,1
28,6,2012,33,51,15,0,88.8,22.3,87.4,8.1,27.2,13.8,1
11,8,2012,30,79,14,0,82.6,7.5,33.8,3.3,9.6,3.3,1
8,7,2012,36,52,13,2.5,84.6,10.6,15.8,4.3,10.3,4.7,1
5,8,2012,34,41,16,0.1,88.3,23.6,52.5,18.9,23.5,12.6,1
9,6,2012,29,74,19,0,84.8,13.1,55.3,5.4,16.5,7.6,1
9,6,2012,28,75,17,0,85.2,14.6,55.3,5.1,17.5,7.5,1
26,7,2012,35,59,17,0,88.2,32.7,148.6,8.4,42.2,18.1,1
28,6,2012,32,55,14,0,89.1,25.8,86.3,7.7,29.6,14,1
24,7,2012,34,78,15,0,85.2,29,112.8,4.8,34.9,10.2,1
20,7,2012,34,57,15,0,88.3,27.9,61.9,7.4,27.8,13.2,1
18,8,2012,31,55,12,0,87.7,16.2,57.7,5.7,19,8.6,1
24,8,2012,34,38,15,0,92.1,51.7,148.5,12.4,55.3,27.2,1
26,7,2012,33,74,15,0,86.8,24.6,119.8,6.1,32.5,12.2,1
17,8,2012,39,27,10,0,94.1,28.7,76.9,13.4,29.6,21,1
22,7,2012,31,71,16,0,87.1,44.8,102.3,6.6,45.6,15.6,1
24,7,2012,34,73,15,0,86.3,30.3,117.5,5.4,36.5,11.7,1
8,6,2012,35,44,15,0.1,87.3,10.9,25.4,6.5,11.4,7.3,1
18,7,2012,33,63,15,0,87,25.7,55.9,6.2,25.6,10.9,1
27,8,2012,33,77,19,0,86.1,47.8,202.9,5.2,60.3,15,1
13,8,2012,33,57,14,0,87.5,15.4,57.3,6.4,18.4,9.3,1
28,8,2012,34,50,15,0,89.3,28.3,159.8,8.7,38.9,17.7,1
22,6,2012,30,74,13,0,82.2,6.8,29.8,3,8.6,2.7,1
17,7,2012,33,63,16,0,85.9,16.4,86.6,5.5,22,9,1
12,7,2012,36,44,13,0.1,88.9,12.3,17.2,7.3,12.1,8.4,1
21,7,2012,35,71,15,0,86.1,37.3,116.3,5.2,41.5,12.4,1
12,6,2012,29,71,14,0,84.8,10.9,36.4,4.5,12.4,5.5,1
25,8,2012,34,44,16,0,91.8,59.2,163.5,13,62.1,29.6,1
29,6,2012,36,47,14,0,90.6,25.4,54.9,9.8,25.3,15.6,1
24,7,2012,31,61,12,0,85.9,8.3,22.1,4.4,8.7,4.4,1
3,6,2012,34,53,17,0.1,84.9,9.7,27.7,4.9,10.4,5.4,1
21,7,2012,32,64,17,0,85,14.2,87.8,5.1,20,8,1
19,9,2012,35,33,14,0.1,91.2,25,84.7,10.7,28.6,17.6,1
27,6,2012,34,55,15,0,88.6,19.1,41.4,7.6,19.1,11,1
17,9,2012,31,51,13,0,87.8,6.5,24.6,6.2,7.8,6,1
8,6,2012,32,67,18,0,85.5,12.5,50.3,5.8,15.4,7.7,1
25,8,2012,33,37,16,0,92.2,59.9,164.4,13.4,62.7,30.5,1
22,8,2012,35,57,15,0,89.1,28,116.8,8,34.9,15.7,1
21,6,2012,30,76,14,0,82,7.7,30.3,3.2,9.3,3.1,1
8,6,2012,35,44,16,0.2,86.6,10.5,26.7,6.1,11.1,6.8,1
18,7,2012,30,63,14,0,87.1,12.3,42.3,6,14.2,7.6,1
14,7,2012,34,65,14,0,87.6,20.6,75,6.4,24.4,10.9,1
26,6,2012,32,53,15,0,89.7,30.5,88.9,9.1,33.5,17,1
8,7,2012,30,75,15,0,85.2,10.4,36.8,4.7,12.1,5.7,1
24,8,2012,34,38,15,0,92.1,52.3,149.6,12.6,55.8,27.7,1
23,7,2012,36,50,15,0,89.9,21.2,109.5,9.1,28.6,15.6,1
6,7,2012,36,42,13,0.4,84.9,14,39.2,4.2,14.9,5.6,1
13,8,2012,37,37,13,0,92.6,22.4,52.9,12.5,22.3,17.4,1
8,6,2012,30,74,15,0,86,11.4,37.7,5.3,12.9,6.5,1
18,7,2012,34,58,14,0.2,83.2,14.4,91,4.1,20.6,6.7,1
28,8,2012,34,53,17,0,89.9,52.9,217.2,10.8,66,26.9,1
25,8,2012,35,57,14,0,90.2,56.6,175.1,9.6,61.8,24.2,1
15,8,2012,36,56,14,0.3,81.8,14.5,91.9,3.4,20.7,5.7,1
25,7,2012,35,58,17,0,88.4,32.9,149.2,8.7,42.4,18.6,1
3,8,2012,31,71,14,0,84,6.8,21.5,3.7,7.4,3.4,1
8,7,2012,30,75,15,0,85.3,10.5,36.9,4.8,12.2,5.8,1
20,6,2012,32,65,15,0.1,82.3,12.1,60.9,3.3,16.2,4.7,1
22,6,2012,31,62,17,0.1,81.6,8.4,47.5,3.4,11.6,3.9,1
8,7,2012,35,43,15,2.9,82,9.5,9.9,3.2,9.1,3.1,1
11,6,2012,26,80,18,0,84.2,13.9,60.5,4.8,17.7,7.2,1
9,8,2012,39,41,12,0.1,90.9,16.3,32.3,9.2,16.2,12.1,1
23,6,2012,32,73,15,0,84,10.2,28,4.3,11,4.9,1
24,6,2012,33,70,15,0,85.8,12.6,26.2,5.3,12.6,6.5,1
20,7,2012,35,80,15,0,84,33.2,108.2,4,37.4,9.3,1
6,7,2012,35,36,18,0,92.5,17.5,31.5,15.7,17.3,18.4,1
4,7,2012,33,68,13,0,85.1,8.1,20.8,4.1,8.3,4,1
18,8,2012,35,61,18,0,89.4,22.9,119.9,9.7,30.9,17.1,1
29,6,2012,33,50,15,0,88.8,21.6,94.1,7.8,27.3,13.4,1
27,8,2012,34,43,17,0,91,57.2,198.1,12.8,66,30.2,1
3,8,2012,38,33,16,0,93.7,18.6,34.8,16.8,18.4,19.9,1
21,8,2012,33,40,17,0,91.9,32.9,94,13.5,36,23.3,1
12,7,2012,37,44,13,0.3,87.9,12,15.4,6.5,11.8,7.4,1
8,6,2012,32,67,18,0,85.4,12.5,50.6,5.6,15.5,7.6,1
13,8,2012,36,39,13,0,91.6,21.9,54.7,10.6,21.9,15.3,1
30,7,2012,36,55,15,0,88.9,24.2,57.9,8.2,24.2,13.3,1
27,8,2012,35,53,14,0,90.9,64.6,181.9,10.3,67.9,26.5,1
30,7,2012,34,67,16,0,86.8,31.2,143.7,6.4,40.4,14.7,1
8,6,2012,30,73,15,0,86.1,11.5,37.8,5.3,13,6.6,1
23,8,2012,35,54,13,0,89.2,28.1,114.3,7.7,34.8,15.2,1
6,7,2012,36,42,13,0.4,84.9,14.2,39.9,4.2,15.1,5.7,1
25,8,2012,33,37,16,0,92.2,60.8,166.3,13.2,63.6,30.4,1
11,7,2012,36,43,13,0,90.4,12.4,19.6,8.8,12.3,9.9,1
6,8,2012,32,73,14,0,86.4,13.7,41.9,5.3,15.1,7.2,1
21,8,2012,36,54,15,0,89.2,37.2,132.1,8.4,43.2,18.2,1
16,9,2012,30,51,14,0,87.9,7.4,26.1,6.8,8.6,6.8,1
29,7,2012,31,74,15,0,86.3,27.1,129.2,5.4,35.6,11.6,1
26,8,2012,35,51,14,0,91.2,65.2,175.8,10.4,67.4,26.7,1
27,6,2012,35,55,15,0,89,20.5,42.9,7.9,20.4,11.8,1
15,6,2012,36,48,13,0.4,85.5,10.3,13,4.5,10,4.8,1
18,8,2012,31,55,12,0,87.7,16.2,57.7,5.7,19,8.6,1
13,8,2012,36,38,13,0.1,90.9,20.9,52.7,9.9,21,14.3,1
9,7,2012,35,46,16,4.2,83.6,10.7,12.7,4.7,10.3,5,1
10,6,2012,31,65,14,0,84.5,12.5,54.2,4,15.8,5.6,1
6,8,2012,38,33,15,0,93.9,22.9,43.8,16,22.8,21.1,1
14,7,2012,34,44,16,0,90.7,17.8,25.2,10.7,17.5,13.9,1
6,6,2012,31,58,17,0,88.3,15.9,37.1,8.2,16.2,10.8,1
19,8,2012,35,64,19,0,89,24.3,124.7,9.3,32.6,17,1
24,6,2012,32,50,16,0,90.5,36.6,89.5,10.9,38.2,20.7,1
21,6,2012,32,64,15,0.1,82.8,13.7,64.5,3.8,17.8,5.7,1
13,7,2012,34,44,15,0,90.3,15.8,22.2,9.8,15.6,12.3,1
25,7,2012,33,75,15,0,85.6,29.4,120.1,5,36.1,10.9,1
6,7,2012,35,42,14,0.4,84.8,14.8,42.4,4.2,15.9,6,1
18,7,2012,36,51,17,0,89.2,17,99.6,9.4,23.7,14.4,1
12,8,2012,33,57,15,0,87.5,15.4,57.3,6.4,18.3,9.4,1
26,6,2012,33,55,18,0,88.5,20.8,78.4,8.6,24.9,14,1
5,6,2012,31,66,14,0,82.7,6,22.4,3.2,7.2,2.6,1
10,8,2012,39,31,15,0,94.1,21.8,44.6,16.7,21.7,21.3,1
26,6,2012,31,63,17,0,87,18.5,71.5,6.8,22.1,10.9,1
12,7,2012,35,44,15,0,91,17.4,26.7,10.4,17.2,13.6,1
15,7,2012,34,65,15,0,86.5,18.8,80.6,5.7,23.7,9.7,1
29,7,2012,36,55,15,0,89.1,28.2,66.4,8.2,28.2,14.3,1
20,7,2012,37,38,13,0,92.2,24.6,54.1,11.2,24.5,16.9,1
6,8,2012,32,72,14,0,86.4,14.1,43.3,5.3,15.5,7.3,1
23,7,2012,33,69,17,0,87.7,26.2,129.4,7.7,34.8,15.1,1
23,7,2012,33,67,17,0,88.1,24.8,123.7,7.8,33,14.8,1
8,7,2012,33,66,18,0,86,12.9,51.2,6.2,15.9,8.4,1
25,7,2012,35,43,14,0,90.9,22.6,105.2,10.2,29.4,17.1,1
8,8,2012,38,26,16,0.2,93.3,20.2,42,15.6,20.2,19.6,1
17,7,2012,36,50,13,0,89.8,25.5,62.9,8.3,26.2,13.8,1
5,6,2012,32,66,14,0,85.5,7.4,27.2,4.6,8.8,4.6,1
23,8,2012,35,57,15,0,89.2,38.8,165.7,9.8,48.9,21.7,1
16,8,2012,41,28,9,0,94.8,28,73.1,13.9,28.6,21.3,1
11,7,2012,32,68,15,0,86.3,19.3,50,5.4,20.2,8.5,1
26,6,2012,35,53,18,0,89.2,17.3,97.8,10,24,15.3,1
12,8,2012,33,53,12,0,87.6,8.8,22.3,5.7,9.3,5.9,1
21,6,2012,30,76,14,0,82.2,7.9,30.1,3.3,9.4,3.3,1
7,7,2012,31,70,15,0,86.5,14.1,44.4,5.5,15.7,7.6,1
27,8,2012,34,64,15,0,89.4,50.1,209.8,7.3,62.7,19.9,1
13,8,2012,30,47,18,0,89.3,13.9,30,9.8,14.3,11.7,1
23,8,2012,34,60,14,0,89.1,39.5,168,9.5,49.8,21.4,1
21,6,2012,31,63,16,0.1,82.6,9.4,46.3,3.7,12.3,4.5,1
27,6,2012,33,53,16,0,89,22.8,82.9,8.7,27,14.7,1
7,7,2012,36,40,15,0.3,86.4,15.6,41.4,5.8,16.4,8,1
24,6,2012,31,65,16,0,86,11.6,56.9,5.6,15.4,7.6,1
26,6,2012,34,56,14,0,88.4,20,43.5,7.4,20.1,11,1
27,7,2012,32,57,15,0,87.5,15.7,37.6,6.7,15.7,9,1
14,8,2012,35,63,15,0,86,22.1,87.7,5.3,26.9,9.6,1
14,8,2012,35,41,14,0.3,85.4,16.9,51.1,4.9,18.5,7.2,1
12,8,2012,35,34,15,0.2,88.4,16.8,44.3,7.6,17.4,10.5,1
26,6,2012,31,63,18,0,86.9,18,72.3,6.8,21.8,10.8,1
20,6,2012,32,65,15,0.1,81.7,12.2,61.7,3,16.4,4.2,1
7,7,2012,32,54,18,0,88.2,12.8,35.5,8.4,13.5,10.1,1
10,8,2012,38,38,15,0.2,89.3,15.9,35.8,8.2,15.9,10.7,1
8,7,2012,35,46,17,5.7,80.9,9.8,9.7,3.1,9.4,3,1
30,7,2012,35,63,17,0,87.2,31.9,145.6,6.8,41.2,15.8,1
8,8,2012,38,27,16,0.2,93.4,20.4,42,15.6,20.4,19.7,1
18,7,2012,30,62,14,0,87.3,12.3,42.2,6.2,14.2,7.8,1
27,6,2012,32,54,15,0,89.1,23.6,84.6,8.4,27.8,14.4,1
27,6,2012,34,58,16,0,87.6,16,36.5,6.8,16,9.2,1
17,7,2012,30,68,14,0,84.2,10.8,38.8,3.9,12.7,4.9,1
3,8,2012,38,34,15,0,93.8,21,39.1,16.2,20.8,20.4,1
22,8,2012,36,53,16,0,89.4,36.7,159.1,10.3,46.5,21.8,1
10,8,2012,35,40,14,0,90.6,22.8,54.4,13.7,22.7,14.6,1
27,6,2012,35,55,15,0,89,20.7,43.8,7.9,20.6,11.9,1
16,8,2012,39,40,10,0.1,91.9,22.8,65.8,9.5,24.4,14.8,1
25,6,2012,31,64,16,0,86.8,16.4,68.8,6.3,20.4,9.8,1
7,8,2012,39,41,12,0,92,15.4,29.1,10.4,15.3,12.8,1
23,6,2012,32,64,17,0,84,10,52.5,4.7,13.5,6,1
25,8,2012,35,57,14,0,90.2,56.6,175.1,9.6,61.8,24.2,1
11,7,2012,28,77,15,0,85.5,12.4,40.1,4.9,14,6.3,1
28,8,2012,34,54,18,0,89.1,52.9,216.7,11,65.9,27.1,1
14,9,2012,29,49,17,0,88.4,10.2,31.1,8.4,11.2,9.2,1
22,7,2012,34,70,17,0,87.7,25.4,126.7,7.8,33.9,15.1,1
15,8,2012,36,44,12,0.3,85.7,18.2,56.6,4.8,20.2,7.6,1
20,7,2012,35,80,15,0,84,33.2,108.3,4,37.4,9.3,1
10,6,2012,32,62,15,0,85.7,13.4,55.4,5.2,16.7,7.4,1
9,8,2012,35,57,16,0,87,15.1,56.7,6.5,18,9.4,1
26,6,2012,35,61,16,0,87.9,17.2,37.6,7.1,17.2,9.8,1
25,6,2012,31,64,16,0,86.8,16.4,68.7,6.3,20.3,9.7,1
17,8,2012,37,30,11,0.1,92,26.9,77.4,10.7,28.8,17.6,1
23,8,2012,35,41,16,0,91.6,50.3,145.8,12.6,54,27.2,1
29,6,2012,36,54,15,0,89.2,26.1,71.5,8.6,27.5,14.7,1
13,7,2012,38,43,13,0.5,85.8,11.6,11.1,5.6,10.8,4.1,1
20,7,2012,33,68,16,0,84.3,16.9,69,4.6,20.8,7.5,1
27,6,2012,32,54,15,0,89.1,23.5,90.9,8.2,28.3,14.2,1
23,6,2012,31,62,17,0.1,82.3,10,46.9,3.6,12.8,4.4,1
9,8,2012,30,79,14,0,82.9,7.8,34.3,3.4,9.9,3.6,1
2,8,2012,39,33,16,0,93.6,15.7,29.7,16.4,15.5,18.2,1
13,8,2012,35,50,14,0.2,85,16.2,55.1,4.6,18.6,6.9,1
21,7,2012,33,39,18,0,92.6,42,85.6,15.7,41.9,27.6,1
22,8,2012,36,49,14,0,90,42.6,130.6,9.1,46.9,20,1
26,8,2012,35,51,14,0,91.2,64.5,174.4,10.6,66.7,26.8,1
14,8,2012,35,63,15,0,86.3,21.4,87.1,5.4,26.3,9.8,1
28,6,2012,32,53,14,0,89,24.8,89.6,7.5,29.3,13.6,1
30,7,2012,31,78,15,0,85.4,28.5,136.1,4.7,37.4,10.7,1
9,7,2012,31,78,15,0,85.7,15.5,36.7,5,16.2,7,1
15,8,2012,36,54,14,0.2,84.5,15.7,95,5.5,22.3,8.8,1
24,6,2012,31,64,15,0,86.4,13.1,60.9,5.7,17.1,8.1,1
15,8,2012,36,59,16,0.3,80.8,12.8,91,3.1,18.9,4.8,1
10,6,2012,31,64,14,0,84.7,12.6,54.5,4.2,15.9,5.8,1
26,7,2012,33,74,15,0,86.8,24.7,120.3,6.2,32.6,12.4,1
29,6,2012,32,49,14,0,88.9,24.2,92.6,7.6,29.3,13.7,1
3,8,2012,38,34,15,0,93.8,20.2,37.6,16.4,20,20.2,1
16,8,2012,36,60,18,0.3,81,12.1,91.3,3.4,18.1,5.1,1
20,7,2012,29,68,12,0,83.8,9,30.9,3.5,10.4,3.8,1
13,8,2012,36,38,13,0.1,90.7,20.6,52.1,9.7,20.7,14,1
8,6,2012,30,74,15,0,85.8,11.2,37.4,5.1,12.7,6.3,1
23,6,2012,32,65,17,0,84.9,10.5,53.9,5.1,14.1,6.6,1
20,7,2012,33,60,15,0.1,83.4,14,90.5,4.3,20.1,6.8,1
25,8,2012,34,64,14,0,89.1,44.2,186.2,8.4,55.5,20.5,1
21,7,2012,31,66,14,0,85.8,20.6,48.6,4.9,21,8,1
13,8,2012,35,59,14,0.1,85.1,17.6,88.2,5,23.4,8.6,1
11,8,2012,37,37,15,0.2,88.9,16.2,39.3,7.9,16.5,10.6,1
10,6,2012,30,41,15,0,89.6,14.1,22.8,8.8,13.9,10.7,1
6,7,2012,36,42,13,0.4,84.9,14.2,40.1,4.2,15.1,5.7,1
9,7,2012,34,39,16,0.1,89.4,17.8,45.7,9.4,18.1,12.7,1
27,6,2012,33,53,17,0,89,21.7,80.5,9.2,25.9,15,1
6,7,2012,35,42,14,0.3,84.7,15.3,44.5,4.3,16.5,6.2,1
20,8,2012,31,57,11,0,86.2,15.5,58.9,4.8,18.5,7.2,1
13,8,2012,33,64,14,0,87,20.5,90.4,5.8,26,10.4,1
11,7,2012,38,48,12,0.4,85.9,11.3,13.5,4.5,10.9,5.1,1
3,8,2012,30,71,15,0,83.7,5.7,25.8,3.9,7.3,3.5,1
8,7,2012,35,43,16,0,91,20,49.6,11.1,20,15.2,1
28,8,2012,34,61,16,0,89.5,50.9,212.1,8.2,63.7,21.7,1
22,8,2012,36,52,14,0,89.5,41.2,127.6,8,45.6,18.2,1
18,7,2012,33,61,15,0,87.3,26.3,57.3,6.5,26.2,11.5,1
15,7,2012,30,74,14,0,82.8,7.5,27.9,3.3,8.8,3.2,1
4,8,2012,34,68,12,0,85.1,8.4,19.8,4.1,8.3,4,1
28,6,2012,34,59,16,0,88.1,19.1,45.4,7.3,19.1,10.7,1
22,8,2012,36,43,16,0,91.2,46.1,137.7,11.5,50.2,24.5,1
17,8,2012,35,65,15,0.1,83.8,29.3,93.9,4,32.7,8.3,1
23,8,2012,35,41,15,0,91.4,47.1,148.5,11.7,52.1,25.4,1
20,7,2012,33,63,18,0.1,82.3,12.1,89.5,3.8,18.1,5.8,1
28,8,2012,34,49,15,0,89.3,27.1,159.5,8.5,37.8,17.1,1
25,8,2012,35,58,14,0,90,54.1,174.5,9.5,60.1,23.7,1
22,8,2012,36,53,16,0,89.4,36.9,159.7,10.3,46.7,22,1
20,8,2012,29,57,14,0,89,13.1,40.6,7.6,14.5,9.6,1
11,6,2012,33,42,13,0,89.9,12.8,20.5,8.3,12.7,9.7,1
25,6,2012,34,66,16,0,86.8,14.5,29.7,6.1,14.4,8,1
19,7,2012,33,59,15,0.2,83.3,14.2,90.8,4.2,20.4,6.8,1
4,7,2012,33,66,13,0,85.9,7.6,27.5,4.8,9.1,4.9,1
6,7,2012,31,74,14,0,86.4,12.8,38.9,5.3,14.1,6.9,1
20,6,2012,32,65,15,0.1,82.1,12.1,61.1,3.2,16.2,4.5,1
24,8,2012,33,64,14,0,88.8,40.6,171.8,8.9,51.1,20.8,1
20,6,2012,32,64,15,0.1,81.7,12.4,62.2,3,16.6,4.2,1
23,8,2012,35,42,16,0,91.2,46.4,138.2,11.6,50.4,24.7,1
14,6,2012,29,70,14,0,83.9,10.2,35.4,3.9,11.8,4.6,1
27,8,2012,31,62,14,0,86.7,17.7,45.8,5.9,18.1,8.6,1
9,7,2012,38,39,14,0.2,88.8,15.5,35.4,7.8,15.6,10.1,1
9,7,2012,36,46,16,4.3,82.2,10.3,9.9,3.4,9.9,3.5,1
14,8,2012,28,81,15,0,84.6,14,39.8,4.4,15.3,6,1
28,7,2012,35,64,17,0,87.5,30.5,142.2,7.3,39.7,16,1
25,8,2012,30,69,11,0,84.4,7.8,26.7,3.6,8.8,3.6,1
12,7,2012,34,63,13,0,88.5,21.3,76.4,6.9,25.1,11.7,1
15,6,2012,32,65,14,0.1,82.8,12.4,58.5,3.3,16.2,4.7,1
8,7,2012,37,43,12,0.4,85.6,12.5,35.1,4.5,13.4,5.6,1
3,6,2012,34,55,17,0.1,84.7,9.7,27.3,4.7,10.3,5.2,1
11,6,2012,34,43,13,0,90,12.7,20,8.3,12.6,9.7,1
21,7,2012,29,68,12,0,84,8.9,30.1,3.5,10.2,3.8,1
29,6,2012,33,50,14,0,88.7,22.7,93,7.3,28.1,13,1
29,7,2012,34,58,16,0,88.2,20.3,49,7.5,20.3,11.3,1
22,7,2012,32,64,18,0.1,83.4,12.3,89.1,4.3,18.3,6.6,1
29,7,2012,31,75,15,0,86.1,27.4,130.5,5.2,35.9,11.4,1
25,8,2012,33,37,16,0,92.2,59.9,164.4,13.4,62.7,30.5,1
11,7,2012,37,45,14,2.2,83.9,10.9,10.2,3.9,10.5,4.2,1
27,7,2012,32,72,15,0,86.5,28,125.8,5.5,35.8,11.9,1
27,8,2012,35,62,16,0,89,59.8,184.6,8.2,65.2,22,1
5,7,2012,34,42,17,0.1,88.7,22.7,51.3,17.5,22.6,13.1,1
22,6,2012,32,48,17,0,91.3,42.8,90,12.8,42.9,24.5,1
16,7,2012,28,57,15,0,89.1,15.9,39.9,8.2,16.9,11,1
4,7,2012,33,62,15,0,86.8,10.2,31.7,6.2,11.2,7,1
22,7,2012,31,59,17,0,89.4,45.4,94.5,10.1,45.2,20.9,1
4,8,2012,34,41,16,0.1,88.9,23.5,51.4,18.6,23.4,13.5,1
28,8,2012,34,44,17,0,90.7,56.3,204.3,12.7,66.4,30.2,1
23,8,2012,35,38,15,0,91.9,50.3,145.7,12.1,54,26.4,1
11,7,2012,37,45,14,2.3,83.9,10.8,10.2,3.9,10.4,4.2,1
8,6,2012,32,39,14,0,90.2,12.8,22.3,9.5,12.6,10.7,1
29,7,2012,35,61,16,0,87.7,33.1,148.9,7.5,42.5,17,1
7,6,2012,35,44,16,0.2,86.3,10.3,27.4,5.9,11,6.6,1
28,6,2012,36,55,15,0,89,22.1,49.2,8.1,22.1,12.5,1
27,8,2012,33,56,16,0,90.2,53.2,198.7,8.9,63.2,22.7,1
14,6,2012,29,70,14,0,83.7,10,35.1,3.8,11.7,4.4,1
3,8,2012,28,73,15,0,82.7,4.8,24.8,3.5,6.4,2.8,1
12,7,2012,35,44,13,0,90.1,12.6,19.4,8.3,12.5,9.6,1
11,6,2012,33,42,13,0,89.8,12.9,20.7,8.3,12.8,9.8,1
26,8,2012,30,64,14,0,85.5,16,44.1,4.6,16.9,6.6,1
14,8,2012,35,46,13,0.3,84.1,16.8,54.4,3.7,18.9,5.8,1
6,8,2012,33,69,13,0,84.8,8.2,21.5,3.9,8.5,3.9,1
4,7,2012,33,61,16,0,87,10.8,32.7,6.5,11.8,7.6,1
29,7,2012,31,74,15,0,86.3,27.1,129.1,5.4,35.6,11.6,1
4,7,2012,33,63,14,0,85.6,8.1,27.8,4.8,9.4,5,1
27,8,2012,33,80,20,0,85.2,47.4,201.3,4.8,59.7,14.1,1
23,8,2012,35,50,16,0,90,41.1,160.8,11.1,49.7,23.9,1
7,6,2012,33,43,16,0.1,86.8,11,26.9,6.3,11.5,7.3,1
20,8,2012,35,65,18,0,88.5,28.5,130.1,8.7,36.5,17,1
10,6,2012,30,41,16,0,89.7,14.4,24.3,9.5,14.2,11.5,1
19,6,2012,31,54,14,0,86.7,7.7,20.4,5.4,8,5.2,1
24,7,2012,34,71,15,0,86.3,32,121.8,5.3,38.3,12.1,1
9,8,2012,39,32,15,0,94.1,22.6,45.3,16.4,22.5,21.4,1
24,6,2012,31,64,15,0,86.3,14.1,63.7,5.5,18.2,8.1,1
16,6,2012,30,59,16,0,88.5,19.7,36.7,8.1,19.6,11.7,1
22,8,2012,36,51,14,0,89.8,42.1,129.5,8.7,46.4,19.3,1
14,8,2012,35,55,13,0.3,82.5,15.8,92.6,3.8,22.2,6.4,1
6,8,2012,38,33,15,0,93.9,22.9,43.8,16,22.8,21.1,1
22,8,2012,35,57,14,0,88.6,30.3,115.8,7.2,36.7,14.8,1
18,7,2012,39,25,12,0,95.3,33.6,77.9,16.7,33.6,26.1,1
6,6,2012,31,67,16,0,87.1,12.6,37.8,6.4,13.7,8.1,1
29,7,2012,35,55,15,0,88.8,23.3,57.2,8,23.5,12.9,1
22,8,2012,35,55,14,0,89.2,33.2,119.5,7.7,39.1,16.1,1
24,6,2012,31,65,15,0,86.4,15.1,65.4,5.6,19.1,8.5,1
10,7,2012,36,44,12,0.3,86.5,11.9,34.6,5,12.9,6,1
22,7,2012,34,57,15,0,88.5,28,63,7.6,27.9,13.5,1
20,7,2012,36,29,17,0,93.9,39.5,80.5,18.5,39.4,29.9,1
10,8,2012,39,31,15,0,94.2,22.5,46.2,16.6,22.4,21.6,1
21,6,2012,30,76,14,0,82.1,7.7,30.3,3.2,9.3,3.2,1
21,6,2012,32,60,16,0,87.6,24.1,65,7.1,25.5,12.1,1
18,8,2012,32,50,11,0.1,86.1,16.7,56.3,4.6,19.1,7.1,1
25,8,2012,33,38,16,0,92.2,59.1,162.9,13.6,62,30.7,1
26,7,2012,33,72,15,0,87.1,24.1,118.5,6.5,31.9,12.6,1
8,6,2012,35,44,15,0.1,87.1,10.8,25.8,6.3,11.3,7.2,1
14,8,2012,35,57,13,0.2,83.5,17,93,4.2,23.2,7.3,1
12,8,2012,38,35,13,0,93,22.4,51.1,13.5,22.3,18.5,1
20,8,2012,35,58,19,0,88.6,29.6,141.1,9.2,38.8,18.4,1
24,8,2012,34,44,16,0,90.9,49.9,164.5,11.8,56.1,26.5,1
21,6,2012,30,77,14,0,81.3,6.6,31.3,2.7,8.6,2.4,1
17,6,2012,32,65,14,0.1,82.1,12.3,60.2,3.1,16.3,4.4,1
7,6,2012,30,73,14,0,86.5,12.5,38.7,5.4,13.8,7,1
23,8,2012,34,60,15,0,89,38,164,9.3,48.1,20.7,1
